,CodigoDistribuidor,Mes,CodigoFecha,Ventas,Ventas_acumuladas,Ventas_last_1,Ventas_acumuladas_last_1,Ventas_last_2,Ventas_acumuladas_last_2,Ventas_last_3,Ventas_acumuladas_last_3,Ventas_last_4,Ventas_acumuladas_last_4,Ventas_last_5,Ventas_acumuladas_last_5,Ventas_last_6,Ventas_acumuladas_last_6,Ventas_last_7,Ventas_acumuladas_last_7,Day
15,787878,1,2020-01-22,39572.3622,321283.6932,9572.8886,281711.331,19705.3291,272138.4424,9216.0908,252433.11330000003,22690.5581,243217.02250000002,16756.9741,220526.46440000003,21551.9315,203769.49030000003,10975.6765,182217.55880000003,22
16,787878,1,2020-01-23,15984.0834,337267.7766,39572.3622,321283.6932,9572.8886,281711.331,19705.3291,272138.4424,9216.0908,252433.11330000003,22690.5581,243217.02250000002,16756.9741,220526.46440000003,21551.9315,203769.49030000003,23
17,787878,1,2020-01-24,17372.3544,354640.131,15984.0834,337267.7766,39572.3622,321283.6932,9572.8886,281711.331,19705.3291,272138.4424,9216.0908,252433.11330000003,22690.5581,243217.02250000002,16756.9741,220526.46440000003,24
18,787878,1,2020-01-25,21804.4811,376444.61209999997,17372.3544,354640.131,15984.0834,337267.7766,39572.3622,321283.6932,9572.8886,281711.331,19705.3291,272138.4424,9216.0908,252433.11330000003,22690.5581,243217.02250000002,25
19,787878,1,2020-01-27,10730.422,387175.0341,21804.4811,376444.61209999997,17372.3544,354640.131,15984.0834,337267.7766,39572.3622,321283.6932,9572.8886,281711.331,19705.3291,272138.4424,9216.0908,252433.11330000003,27
20,787878,1,2020-01-28,12872.4306,400047.4647,10730.422,387175.0341,21804.4811,376444.61209999997,17372.3544,354640.131,15984.0834,337267.7766,39572.3622,321283.6932,9572.8886,281711.331,19705.3291,272138.4424,28
21,787878,1,2020-01-29,10533.5075,410580.9722,12872.4306,400047.4647,10730.422,387175.0341,21804.4811,376444.61209999997,17372.3544,354640.131,15984.0834,337267.7766,39572.3622,321283.6932,9572.8886,281711.331,29
22,787878,1,2020-01-30,18479.4661,429060.43830000004,10533.5075,410580.9722,12872.4306,400047.4647,10730.422,387175.0341,21804.4811,376444.61209999997,17372.3544,354640.131,15984.0834,337267.7766,39572.3622,321283.6932,30
23,787878,1,2020-01-31,51605.786,480666.22430000006,18479.4661,429060.43830000004,10533.5075,410580.9722,12872.4306,400047.4647,10730.422,387175.0341,21804.4811,376444.61209999997,17372.3544,354640.131,15984.0834,337267.7766,31
24,787878,2,2020-02-01,5823.0492,5823.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25,787878,2,2020-02-03,23487.7533,29310.8025,5823.0492,5823.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
26,787878,2,2020-02-04,7337.4311,36648.2336,23487.7533,29310.8025,5823.0492,5823.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27,787878,2,2020-02-05,19223.4564,55871.69,7337.4311,36648.2336,23487.7533,29310.8025,5823.0492,5823.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
28,787878,2,2020-02-06,17997.4734,73869.1634,19223.4564,55871.69,7337.4311,36648.2336,23487.7533,29310.8025,5823.0492,5823.0492,0.0,0.0,0.0,0.0,0.0,0.0,6
29,787878,2,2020-02-07,16327.2712,90196.43460000001,17997.4734,73869.1634,19223.4564,55871.69,7337.4311,36648.2336,23487.7533,29310.8025,5823.0492,5823.0492,0.0,0.0,0.0,0.0,7
30,787878,2,2020-02-08,15010.3795,105206.8141,16327.2712,90196.43460000001,17997.4734,73869.1634,19223.4564,55871.69,7337.4311,36648.2336,23487.7533,29310.8025,5823.0492,5823.0492,0.0,0.0,8
31,787878,2,2020-02-10,15332.9817,120539.7958,15010.3795,105206.8141,16327.2712,90196.43460000001,17997.4734,73869.1634,19223.4564,55871.69,7337.4311,36648.2336,23487.7533,29310.8025,5823.0492,5823.0492,10
32,787878,2,2020-02-11,8789.7363,129329.53210000001,15332.9817,120539.7958,15010.3795,105206.8141,16327.2712,90196.43460000001,17997.4734,73869.1634,19223.4564,55871.69,7337.4311,36648.2336,23487.7533,29310.8025,11
33,787878,2,2020-02-12,19966.6598,149296.1919,8789.7363,129329.53210000001,15332.9817,120539.7958,15010.3795,105206.8141,16327.2712,90196.43460000001,17997.4734,73869.1634,19223.4564,55871.69,7337.4311,36648.2336,12
34,787878,2,2020-02-13,10265.1771,159561.369,19966.6598,149296.1919,8789.7363,129329.53210000001,15332.9817,120539.7958,15010.3795,105206.8141,16327.2712,90196.43460000001,17997.4734,73869.1634,19223.4564,55871.69,13
35,787878,2,2020-02-14,19437.4485,178998.8175,10265.1771,159561.369,19966.6598,149296.1919,8789.7363,129329.53210000001,15332.9817,120539.7958,15010.3795,105206.8141,16327.2712,90196.43460000001,17997.4734,73869.1634,14
36,787878,2,2020-02-15,5475.9814,184474.7989,19437.4485,178998.8175,10265.1771,159561.369,19966.6598,149296.1919,8789.7363,129329.53210000001,15332.9817,120539.7958,15010.3795,105206.8141,16327.2712,90196.43460000001,15
37,787878,2,2020-02-17,9146.4914,193621.2903,5475.9814,184474.7989,19437.4485,178998.8175,10265.1771,159561.369,19966.6598,149296.1919,8789.7363,129329.53210000001,15332.9817,120539.7958,15010.3795,105206.8141,17
38,787878,2,2020-02-18,6220.9317,199842.22199999998,9146.4914,193621.2903,5475.9814,184474.7989,19437.4485,178998.8175,10265.1771,159561.369,19966.6598,149296.1919,8789.7363,129329.53210000001,15332.9817,120539.7958,18
39,787878,2,2020-02-19,9156.9905,208999.21249999997,6220.9317,199842.22199999998,9146.4914,193621.2903,5475.9814,184474.7989,19437.4485,178998.8175,10265.1771,159561.369,19966.6598,149296.1919,8789.7363,129329.53210000001,19
40,787878,2,2020-02-20,19101.931,228101.14349999998,9156.9905,208999.21249999997,6220.9317,199842.22199999998,9146.4914,193621.2903,5475.9814,184474.7989,19437.4485,178998.8175,10265.1771,159561.369,19966.6598,149296.1919,20
41,787878,2,2020-02-21,13804.4899,241905.6334,19101.931,228101.14349999998,9156.9905,208999.21249999997,6220.9317,199842.22199999998,9146.4914,193621.2903,5475.9814,184474.7989,19437.4485,178998.8175,10265.1771,159561.369,21
42,787878,2,2020-02-22,7902.5148,249808.1482,13804.4899,241905.6334,19101.931,228101.14349999998,9156.9905,208999.21249999997,6220.9317,199842.22199999998,9146.4914,193621.2903,5475.9814,184474.7989,19437.4485,178998.8175,22
43,787878,2,2020-02-24,15151.4737,264959.62189999997,7902.5148,249808.1482,13804.4899,241905.6334,19101.931,228101.14349999998,9156.9905,208999.21249999997,6220.9317,199842.22199999998,9146.4914,193621.2903,5475.9814,184474.7989,24
